Date,Workout,Uwagi
2022-03-07,"Rowing: 5k, time 23.41, SPM 17
pullups: 5x1x5, 10x1x5, 15x1x5, 20x5x5, 10x2x5",
2022-03-07,"pullups: 5x1x5, 10x2x5
FSQ 20x1x10, 40x1x5, 50x6x5, 401x5
pullups: 5x1x5, 10x5x5, 5x1x10
deadhang - 1 min",
2022-03-08,"Rowing: 5k, time 23.26, SPM 18
FSQ: 20x1x10, 40x1x5, 50x8x5, 40x1x5
Pullover 1x5",
2022-03-09,"DL: 20x1x10, 60x1x5, 70x1x5, 90x1x5, 110x1x1, 115x5x8",zaczynam kolejny cykl siłowy
2022-03-10,"Rowing: 5k, time: 22.52, SPM 17
FSQ: 20x1x10, 40x1x5, 50x5x5
Pullups: 5x1x5, 10x5x5","na ERG probowałem i wdrazałem wskazowki, ktore dostalem wczoraj od dziewczyny, ktora uprawia wioslarstwo."
2022-03-11,"Rowing: 5k, time: 22.09, SPM  17
pullups 5x5x5",
2022-03-12,"KB, PR 16 (1, 2, 3, 4) L/R x 5
KB, SW 32x12x10
Backwards sledge - 100 m - 10x10",
2022-03-14,"FSQ: 20x1x10, 40x1x5, 50x8x5
pullups: 5x1x5, 10x1x5, 15x1x5, 20x5x5",
2022-03-15,"Rowing: 5k, time 22.14, SPM 18
FSQ: 20x1x5, 40x1x5, 50x4x5, 40x2x5",dzis bylem bardzo zmeczony po dniu pracy i moze jeszcze po wczorajszych fsq.
2022-03-16,"DL: 20x1x10, 70x1x5, 80x1x5, 100x1x5, 120x5x8","W sumie dosc latwo poszlo dzis, ale to dopiero 2 trening z 8 powtorzeniami. Zobaczymy, jak daleko zajde z 8 powtorzeniami. 130 byloby super."
2022-03-18,"Rowing: 5k, time: 21.43, SPM 18
FSQ: 5x1x5, 40x1x5, 50x8x5, 40x2x5",
2022-03-19,"KB, PR 16 (1+2+3+4) x 6 L/R
KB, SW 32x15x10
Sledge 16x10 ",Sledge backwards +40kg
2022-03-20,"Rowing: 10k, time: 45.31, SPM 17",
2022-03-23,"Rowing: 5k, time: 22.11, SPM 17
Pullups: 5x1x5, 10x5x5
FSQ: 20x1x5, 40x1x5, 50x4x5",
2022-03-23,"DL: 20x1x10, 70x1x5, 100x1x5, 110x1x1, 120x1x1, 125x5x8",W sumie dosc latwo poszlo  i czulem sile. ale tez w paskach robilem lifty i to tez roznice robilo.
2022-03-24,"Sledge: 16x10m -backwards
ERG: 25min, distance 5434m, SPM 15/16 - no feet straps!","Przewioslowalem 25 min no straps glownie, zeby utrwalac technike. ale i tak w sumie przyzwoity dystans i tempo. Ten ERG w HardBox ladnie jedzi"
2022-03-26,"ERG: 5k, time: 21.53, SPM 17","bylem zbyt wyczerpany i niewyspany, zeby robic cos jeszcze."
2022-03-26,"Sledge - 14x10m backwards
KB, PR 16 (1, 2, 3, 4, 5) L/R x2
KB,SW 32x10x10",
2022-03-28,"pullups: 5x1x5, 10x6x5
FSQ: 20x1x10, 40x1x5, 50x6x5",
2022-03-29,"ERG: 5k, time: 21.58, SPM 17
FSQ: 20x1x5, 40x1x5,  50x5x5,  40x2x5",
2022-03-31,"DL: 20x1x10, 70x1x5, 80x1x5, 100x1x5, 110x1x1, 120x1x1, 130x5x8
ERG: 1k, no straps","pierwszy raz taka objetosc / takie sety z 130kg. w poprzednim cyklu robilem 130x5x5, wiec jest progres na tym etapie."
2022-03-31,"pullups: 8x1x5, 12x8x5
sledge backwards: 18x10m
ERG: 2k, 9 min, no straps",
2022-04-02,"sledge backwards: 20x10m (sledge + 40kg)
KB, PR (1, 2, 3, 4, 5) x 3 L+R
KB, SW 32x12x10
Rowing: 5k, time 22.30, SPM 15, no straps",
2022-04-05,"Rowing: 5k, time: 22.30, SPM 19
FSQ: 20x1x5, 40x1x5, 50x5x5",Bylem mega zmeczony po 2 dniach pracy i nie chcialem/moglem wiecej z siebie wycisnac. a jutro ciezkie ciagi
2022-04-07,"DL: 40x1x10, 70x1x5, 80x1x5, 100x1x1, 120x1x1, 130x1x1, 135x5x5
Rowing: 1k, no straps","Ciezkie DL w sumie dosc łatwo poszly. Technika ok. 140 powinno pojsc, moze nawet wiecej."
2022-04-07,"Rowing: 5k, time: 22.24, SPM 16
KB, PR 16 (1, 2, 3, 4, 5) L+R x 4
Pullups: 12kg x 1x5, 20x4x5
Sledge backwards 12x10m",
2022-04-09,"KB, PR: 20x(1, 2, 3) x3, L+R
KB, SN 20x5x10 L/R
Sledge backwards 20x10m
Rowing: 5k, time: 22.14, SPM 16 no straps","po dlugim czasie chcialem sprawdzic, jak mi pojda snatch-e. Nie robilem duzo i sila byla, ale oczywiscie zerwalem lape. Musze cos pomyslec o rozwiazaniu tego problemu, jesli bede chcial robic SN."
2022-04-11,"pullups: 5x1x5, 10x10x5
FSQ: 20x1x5, 40x1x5, 50x5x5
Back extentions 3x10",
2022-04-12,"Rowing: 5k, time: 22.06, SPM 17
FSQ: 20x1x10, 40x1x5, 50x5x5",
2022-04-13,"DL. 20x1x10, 70x1x5, 80x1x5, 100x1x3, 120x1x1, 130x1x1, 140x5x5 ","140 w paskach i robilem dluzsze przerwy nawet do8 min. 1 seria najciezej, a potem w sumie juz dosc latwo poszlo. Zaskakujaco."
2022-04-15,"Rowing: 5k, time: 21.47, SPM 19
FSQ: 20x1x5, 40x1x5, 80x8x5, 40x1x5
pullover 1x5","ostatnie 500 m ok 2.01 min, czyli dosc szybko. "
2022-04-16,"KB, PR: 16x1x1, 20x(1, 2, 3) L / R x 4
KB, SN 16 x 7x10 L / R
Sledge backwards 20x10 m",
2022-04-19,"Rowing 5k, time: 22.18, SPM 18
FSQ: 20x1x5, 40x1x5, 50x4x5",
2022-04-20,"DL: 20x1x10, 70x1x5, 80x1x5, 100x1x3, 120x1x1, 140x1x1, 145x5x5","W sumie nie bylo zle i nie poszlo b. trudno. Sztanga dosc szybko szla do gory i mam nadzieje, ze 150x5x5 pojdzie next week. Mysle, ze jest szansa, ale bedzie ciezko. od 140 w paskach dzwigalem"
2022-04-22,Follow up on last dead lift session,"Po ciezkich DL ze srody, nogi mnie nie bola, ale czuje miesnie wzdluz kregoslupa, w dolnej czesci"
2022-04-23,"KB, PR 20 (1, 2, 3) L/R x 5
KB, SN 20 x6x10 L/R
KB, SW 32x10x10
Dead hang  100 sek
sledge backwards 16x10","wciaz czuje miesnie w plecach po DL. Snatche ok. nie pozrywalem dloni, ale nie robilem ich za duzo."
2022-04-24,"pullups: 5x1x5, 10x1x5, 15x6x5
FSQ: 20x1x5, 40x1x5, 50x5x5",
2022-04-26,"Rowing: 5k time. 22.27, SPM  18
FSQ: 20x1x5, 40x1x5, 50x5x5
Rowing: 2k, cool down
Pullover: 1x5",
2022-04-27,"DL: 20x1x10, 70x1x5, 80x1x5, 100x1x3, 120x1x1, 140x1x1, 150x5x5!!!!",W koncu mi weszlo 150x5x5 i to nawet w niezlym stylu. Robilem dlugie przerwy 7-8 min. Jestem mega zadowolony.
2022-04-29,"Pullups:  5x1x5, 10x1x5, 15x5x5
FSQ: 20x1x5, 40x1x5, 50x5x5",
2022-04-30,"KB, PR: 20 (1, 2, 3) L/R x 6
KB, SN 20x8x10 L/R
sledge backwards : 30x10
rowing: 2k, time: 8.58, SPM 16 no straps",
2022-05-09,"pullups: 5x1x5, 10x8x5
FSQ: 20x1x5, 40x5x5","Bylem przeziebiony od paru dni i w ostatnim tygodniu mialem odosobnienie wyczerpujace, wiec powoli wracam do cwiczenia"
2022-05-10,"Rowing: 5k, time: 23.57, SPM 17
FSQ: 20x1x5, 40x1x5, 50x4x5, 40x1x5","Po 2 dniach ciezkiej pracy i wychodze z paskudnego przeziebienia, wiec tak sobie sie czulem. i 7 dni sesshin wczesniej...."
2022-05-11,"DL. 20x1x10, 70x1x5, 80x1x5, 100x6x5
Pullups: 5x1x5, 10x6x5",jeszcze nie w pelni sil po przeziebieniu i sesshin
2022-05-12,"KB, PR 20 (1, 2, 3) L/R x 7
sledge backwards: 25x10
pullovers: 1x5",
2022-05-14,"KB, PR 20 (1+2+3) L/R x8
pullups: 8x1x5, 12x1x5, 16x5x5
KB, SN 20 x10x5 L/R",
2022-05-15,"Rowing: 5k, time: 22.47, SPM 17
FSQ: 20x1x5, 40x1x5, 50x5x5",
2022-05-17,"Rowing: 5k, time: 23.37, SPM 17
FSQ: 20x1x10, 40x1x5, 50x5x5, 40x1x5",
2022-05-19,"DL 20x1x10, 60x1x5, 90x1x5, 110x1x1x, 130x1x1, 150x1x1, 155x5x3","Pierwszy raz taka objetosc takim ciezarem! mimo 2 tygodni przerwy i przeziebienia. w ogole nie czulem sie silny, a poszlo dobrze. ostatnia seria juz ciezej."
2022-05-19,"pullups: 5x8x5
FSQ: 20x1x5, 40x5x5","po wczorajszych ciagach bylem troche zmeczony i mialem ""zjechany"" uklad nerwowy i cialo nie chcialo dzwigac"
2022-05-21,"KB, PR 20 (1+2+3) L/R x 9
Jefferson curls - 24 kg, 3 x 2
Sledge backwards 20x10m",Wciaz bylem obolaly i zmeczony po ostatnich treningach i piatkowej pracy
2022-05-22,"pullups: 5x1x5, 10x1x5, 15x1x5, 20x5x5
FSQ: 20x1x10, 40x1x5, 50x1x5, 60x3x5
back extentions: 5x10","w sumie dzis czulem sie zmeczony i bez sily, ale podciagniecia zaczely dobrze wchodzic dopiero przy 20 kg, wczesniej jakos bylo slabo. FSQ jestem zadowolony. chyba jestem pierwszy raz na tym poziomie z 60 kg i poszlo dosc latwo. bede robil wieksza objetosc 60kg"
2022-05-23,"Rowing: 5k, time: 22.49, SPM 17
FSQ: 20x1x10, 40x1x5, 60x4x5",chyba pierwszy raz robilem taka objetosc 60kg. w sumie nie bylo b. ciezko
2022-05-24,Dzis robilem dzien wolny. Bylem mega zmeczony po pracy i czulem w miesniach wczorajsze FSQ. Regeneracja przed jutrzejszymi DL,
2022-05-25,"DL: 20x1x10, 70x1x5, 80x1x5, 100x1x3, 120x1x1,  140x1x1, 160x4x3","No belt. Pierwszy raz taka objetosc 160. Niby powinienem byc zadowolony, ale forma w kolejnych seriach pozostawiala sporo do życzenia. ciagnalem za bardzo grzbietem. sztanga juz wolno szla do gory. to na ta chwil duzy ciezar dla mnie. zobaczymy, co dalej. moze sprobuje jeszcze 165x2x3 lub cos podobnego."
2022-05-26,"Rowing: 5k, time 22.23, SPM 18
pullups: 5x6x5
FSQ 20x1x5, 40x1x5, 50x5x5","Mimo wczorajszych ciezkich DL, dzis bylem w stanie zrobic dobry trening, a moje cialo nie bylo obolale."
2022-05-28,"KB, PR 20 (1 + 2+3) L/R x 10
KB, SW 32 : 200 = 20, 19, 18, 17, 16, 15, 15, 14, 13, 12, 11, 15, 15
Sledge backwards: 20x10
Jefferson Curls: weight 16kgx2 (KB), 3x3",
2022-05-31,"pullups: 5x1x5, 10x6x5
FSQ: 20x1x5, 40x1x5, 50x3x5, 60x4x5
pullups: 10x4x5
pullover 1x5",
2022-06-02,"DL: 60x1x5, 90x1x5, 110x1x1, 130x1x1, 150x1x1, 165x1x3, 165x1x2 165x1x1, 165x1x1","Pierwszy raz 165 kg i poszlo nawet x3 w jednej serii. Niby jestem zadowolony, ale plecy mi puszczaly w pozniejszych powtorzeniach i nie byly to ladne ciagi technicznie. ale to i tak w sumie byl duzy ciezar"
2022-06-03,"Back ext 10x8
FSQ: 20x1x10, 40x1x5, 50x1x5, 60x5x5",
2022-06-04,"KB, PR 20 (1+2+2+4) L/R x 4
KB, SW 32: 20+19+18+17+16+15+15+14+13+12+11+10 = 180
pullups: 8x6x5
sledge backwards 20x10
jefferson curls 32 (KB 16x2) 3x3",czułem się zmeczony i bez siły. to drugi trening poza oknem zywieniowym. 
2022-06-06,"FSQ: 20x1x10, 40x1x5, 50x1x5, 60x6x5
pullups: 5x1x5, 10x5x5
back ext 10x6",
2022-06-08,"FSQ: 20x1x10, 40x1x5, 50x1x5, 60x5x5
pullups:  5x1x5, 10x5x5",
2022-06-09,"FSQ: 20x1x10, 40x1x5, 50x1x5, 60x5x5, 40x2x5
back ext: 5x10",
2022-06-09,"DL: 20x1x10, 60x1x5, 100x1x3, 120x1x1, 140x1x1, 160x1x1, 170x1x3, 160x2x3","Pierwszy raz 170 i do tego na powtorzenia. Ostatni ruch nie byl zbyt ladny, ale w sumie jestem zadowolony. Po serii ze 170, te ze 160 wchodzily dobrze, ale przed ostatnim powtorzeniem zrobilem dodatkowa przerwe. juz bylem zmeczony"
2022-06-11,"KB, PR 20 (1+2+3+4) L/R x5
Sledge backwards 30x10m
Farmers carry KB, 20kg x2 (L+R): 5x1min /1 min break
Jufferson curl KB, 12x2 (L+R) : 1x3, 16x2(L+R): 2x3",
2022-06-11,"pullups: 5x1x5, 10x6x5
back ext: 6x10",
2022-06-12,"FSQ: 20x1x10, 40x1x5, 50x1x5, 60x5x5",
2022-06-13,"Pullups: 5x1x5, 10x1x5, 15x6x5, 10x3x5 podchwyt
back ext 6x10",
2022-06-14,"Rowing: 5k, time: 22.43, SPM 18
FSQ: 20x1x5, 40x1x5, 50x1x5, 60x5x5, 40x1x5",
2022-06-15,"DL: 20x1x10, 70x1x5, 110x1x1, 140x1x1, 160x1x1, 175x2x3 (z blokow), 160x1x3","Pierwszy raz 175 kg. Mimo, ze z podwyzszenia, to w sumie nie bylo strasznie ciezko. Po tych  2 seriach chcialem zrobic 170x1x3 bez blokow, ale cialo mi odmowilo. Tylko sie ""spialem"" w pozycji, ale nie pocianalem. ostatnie 160 latwo. W sumie jestem zadowolony. Forma byla ok"
2022-06-16,"pullups: 5x1x5, 10x1x5, 15x5x5, 10x1x5
back ext: 5x10","jeszcze bylem obolaly po wczorajszych DL, dlatego dzis lagodnie"
2022-06-17,"FSQ: 20x1x10, 40x1x5, 50x15, 60x6x5",
2022-06-18,"KB, PR 20 (1+2+3+4) L/R x5
sledge backwards 20x10
dead hang 2 min
farmers carry 20kg KBx2 (L+R) 5x1min
jefferson curl 16 kg KBx2 3x3",
2022-06-19,"pullups: 5x1x5, 10x1x5, 15x1x5, 20x5x5
back ext: 6x10",
2022-06-20,"FSQ: 20x1x10, 40x1x5, 50x1x5, 60x5x5
pullover: 1x6, 1x5, 1x4",
2022-06-21,"Rowing: 5k, time: 22.37, SPM 18
pullups: 5x1x5, 10x1x5, 15x1x5, 20x5x5",
2022-06-23,"DL: 20x1x10, 70x1x5, 110x1x3, 140x1x1, 160x1x1, 175x1x2, 175x1x1, 170x1x1, 160x1x5","175 z blokow. Chcialem zrobic wiecej, ale cialo odmowilo. Czulem sie zniechecony i nie chcialo mi sie dzwigac. 170 po gownej serii tez z blokow. 160 z ziemi. latwo poszlo. Kurde 175 to juz spory ciezar dla mnie. musze chyba wzmocnic plecy. wydaja sie najslabszym ogniwem."
2022-06-23,"FSQ: 20x1x10, 40x1x5, 50x1x5, 60x6x5, 50x2x5, 50x1x10","Mimo, ze wczoraj robilem DL i obudzilem sie obolaly, to FSQ jakos dobrze mi weszly. Cos sobie naciagnalem z kregoslupem wczoraj i dzis wciaz cos czuje."
2022-06-24,"pullups: 5x1x5, 10x1x5, 15x6x5, 10x4x5
back ext: 10x5",juz mnie nie bola plecy po DL
2022-06-25,"KB, PR 20  (1+2+3+4+5) L/R x 3
KB, SW 32x10x20
farmers carry 40kg (20 KB x 2) x 1 min x5
sledge backwards 24 x10 (+40kg)
dead hang 60 sec
jefferson curl 32 kg (KB 16 x2) x 2x3","B. dawno nie robilem PR 20 x5. I w sumie weszly dosc latwo. Bylem wymeczony po tygodniu i nie potrafilem sie zmusic, zeby robic dluzsze dead hangi."
2022-06-27,"FSQ:  20x1x10, 40x1x5, 50x1x5, 60x5x5
pullups: 5x1x5, 10x1x5, 15x1x5, 20x5x5, 10x1x10, 10x1x5",FSQ nawet dobrze mi wchodzily. moze niedlugo przejde na 65. pullupsy tez w sumie spoko.
2022-06-28,"Rowing: 5k, time: 22.35, SPM 18
FSQ: 20x1x10,  40x1x5, 50x1x5, 60x1x5, 65x3x5, 60x1x5",po raz pierwszy od dlugiego czasu 65 w FSQ. w sumie dosc latwo poszlo.
2022-06-29,"DL: 20x1x10, 70x1x5, 110x1x1, 140x1x1, 160x1x1, 170x1x1, 180x1x3 (z bloku), 185x1x1 (z bloku), 160x1x5","Kurcze, nie spodziewalem sie takich ciezarow dzis. 180 w sumie weszlo latwo, ale 185 to juz byl max. Biodra mi tanczyly przy tym ciezarze. ale i tak jestem mega zadowolony. Last week czulem sie zniechecony i slabo mi szlo. dzis bylem w duzo lepszym nastroju i bardziej chcialo mi sie dzwigac."
2022-06-30,"FSQ: 20x1x10, 40x1x5, 50x1x5, 60x1x5, 65x5x5, 50x1x10","w sumie dobrze sie czuje po wczorajszych DL. jestem tylko troche obolaly. i to nie miesnie grzbietu, ale bardziej nog."
2022-07-01,"Pullups: 5x1x5, 10x1x5, 15x1x5, 20x1x5, 25x4x5, 20x1x5",Dawno nie robilem pullups z 25kg. w sumie latwo poszlo.
2022-07-02,"KB, PR 20 (1+2+3+4+5) L/R x 4",Zbyt duszno i bylem zmeczony po ostatnich dniach i treningach. Skonczylem piramide z 20kg i pewnie teraz by sie przydalo 22 zaczac. Teraz tydzien sesshin i w lipcu 7 dni glodowki. dopiero potem zaczne znowu jakies silowe cylkle
2022-07-11,"pullups: 5x1x5, 10x8x5
FSQ: 20x1x10, 40x3x5, 50x3x5","Miałem ostatni tydzien b meczący - sesshin, wiec nic wielkiego nie robilem. taki rozruch"
2022-07-12,"FSQ: 20x1x10, 40x1x5, 50x1x5, 60x5x5, 50x2x5
pullover: 1x5","jeszcze jestem zmeczony i potrzebuje troche czasu, zeby wrocic do formy i wiekszej objetosci lub ciezarow. ale z drugiej strony do 65 nie jest tak daleko. ale mamy czas..."
2022-07-14,"DL: 20x1x10, 70x1x5, 110x1x3, 140x1x1, 160x1x1, 175x1x2, 160x1x5","probowalem 175 x1 x3, ale ostatnie powtorzenie mi nie weszlo. w sumie bylem zadowolony. poprzedni tydzien sesshin i wrocilem mega zmeczony, wiec 175x1x2 to i tak max. oczywiscie z zimi, bez podkladek"
2022-07-14,"Rowing: 5k, time 22.13, SPM 16 - no straps
pullups: 5x1x5, 10x6x5",
2022-07-16,"KB, PR 22 (1+2+3) x2 L/R 21 (1+2+3)x3 L/R
sledge backwards: 20x10
dead hang: 2min x 1,  1min x2
jefferson curl: 16x3x3","bylem caly czas obolaly po DL i pracy, wiec sie nie forsowalem. ostatni press z 22 L mi nie wszedl, dlatego zaczalem z 21. Mysle, ze uda mi sie zrobic cala drabine z 21, a potem doloze 1kg."
2022-07-17,"FSQ: 20x1x10, 40x1x5, 50x1x5, 60x6x5, 50x2x10",
2022-07-18,"pullups: 5x1x5, 10x1x5, 15x1x5, 20x7x5",
2022-07-20,"pullups: 5x1x5, 10x1x5, 15x1x5, 20x1x5, 25x5x5, 15x1x10",
2022-07-25,"pullups:  5x1x5, 10x1x5, 15x1x5, 20x1x5, 15x3x5, 10x3x5
FSQ: 20x1x10, 40x4x5",lekki trening w trakcie 7 dniowego postu. dzis 1 dzien
2022-07-27,"pullups: 5x1x5, 10x6x5
back ext: 5x10","trening rano, 3 dnia glodowki. nie chcialem sie forsowac, zwlaszcza, ze chcialem robic jeszcze 2 trening wieczorem"
2022-07-27,"FSQ 20x1x10, 40x8x5","Wieczorny trening 3 dnia glodowki. Nie chce przeginac z ciezarami, tylko dac organizmowi lekki bodziec"
2022-07-30,"FSQ: 20x1x10, 40x5x5
pullups: 5x1x5, 10x5x5",znowu delikatny trening podczas glodowki. ale organizm b dobrze reagowal.
2022-07-30,"KB, PR: 16x1x3 L/R, 20x1x3 L/R, 21 kg (1+2+3) L/R, 20 (1+2+3) x 4 L/R
DL: 20x1x10, 60x1x5, 100x6x5
back sledge 20x10
dead hang: 1 min",znowu chciałem troche sie poruszac podczas glodowki. male obciazenia.
2022-08-04,"FSQ: 20x1x10, 40x1x5, 50x5x5
pullups: 5x1x5, 10x6x5",juz po glodowce. Duzo przyjemniej sie trenuje. czuc od razu wiecej energii w ciele i wieksza chec jej wykorzystania.
2022-08-06,"KB, PR: 20 (1+2+3) x 5 L/R
sledge backwards: 30x10 +40kg
DL: 60x1x10, 90x5x5
jefferson curls: 20x1x5 - barbell",
2022-08-07,"Rowing: 5k, time: 23.40, SPM 17 (rano)
FSQ. 20x1x10, 40x1x5, 50x1x5, 60x5x5, 50x1x10 (wieczor)",
2022-08-09,"pullups: 5x1x5, 10x1x5, 15x1x5, 20x5x5
reha - lokiec golfisty, opuszczanie sztangielki 5kg","nie czulem sie za silny w pullupsach, ale glodowka zrobila swoje, wiec jeszcze troche czasu zajmie, zeby odbudowa sile"
2022-08-11,"Rowing: 5k, time: 23.31, SPM 17
Reha","Trening poranny, 10 VII"
2022-08-11,"DL: 20x2x10, 70x1x5, 90x1x5, 10x8x5 paused
Reha",Trening wieczorny 10 VIII
2022-08-11,"FSQ: 20x1x10, 40x1x5, 50x8x5
pullups: 5x1x5, 10x1x5, 15x5x5, 10x1x10
Reha",
2022-08-13,"KB, PR 20 (1+2+3) x 6 L/R
sledge backward 20x10 +40kg
KB, SW 32: 20x2, 15x4
Jefferson curl 20 kg, 5x2 (barbell)","KB, PR nie weszly mi wszystkie. w 5 serii ani L, ani R nie zrobila 3 powtorzen. Dolozylem 3x1x1 na koniec.
SW weszly ok, ale czulem nogi po czwartkowych FSQ. Chce robic duzo wiecej SW"
2022-08-15,"Rowing: 10k, time: 48.07, SPM 16
distance - time - SPM - 500 m
2k - 9.40.5 - 17 - 2.25.1
4k - 9.38.3 - 16 - 2.24.5
6k - 9.41.2 - 15 - 2.25.3
8k - 9.40.0 - 16 - 2.25.0
10k - 9.27.0 - 16 - 2.21.8

Reha ",Dawno nie jechalem 10k. w sumie bylo ok. 
2022-08-16,"pullups: 5x1x5, 10x1x5, 15x1x5, 20x6x5, 15x1x7, 10x1x10
Reha",
2022-08-17,"DL: 20x1x10, 70x1x5, 100x1x5, 110x5x5 - paused
Reha",110 paused -w sumie dosc lekko
2022-08-20,"KB, PR 20 (1+2+3) x 8; L/R
KB, SW 32x5
sledge 20x10 +30kg
jefferson curl - barbell 20x2x3, 30x1x3
farmers carry 20kgx2 -4x1min",
2022-08-21,"Rowing: 10k, time: 47.36, SPM 16
Reha",
2022-08-23,"pullups: 5x1x5, 10x1x5, 15x1x5, 20x1x5, 25x5x5, 20x1x5, 15x1x7, 10x1x10
Reha",
2022-08-24,"FSQ: 20x1x10, 40x1x5, 50x1x5, 60x6x5, 50x1x10
Reha",
2022-08-24,"DL: 20x1x10, 70x1x5, 100x1x5, 110x1x5, 120x5x5 paused, straps
Reha
Pullups: 5x1x5, 10x8x5",w sumie latwo poszyl DL:
2022-08-25,"KB, PR 20 (1+2+3)x 9; L/R
KB, SW 32x10
sledge backwards 20x10 +45kg",
2022-08-26,"pullups: 5x1x5,  10x1x5, 15x1x5, 20x8x5
FSQ: 20x1x10, 40x1x5, 50x5x5, 40x1x10",
2022-08-27,"KB; PR 20 (1+2+3) x 10; L/R
KB; SW 32x5x10 + 30x2x15
sledge backwards: 30x10 +45kg
jefferson curls: 20x1x5, 30x2x5",
2022-08-29,"pullups: 5x1x5, 10x1x5, 15x10x5
FSQ: 20x1x10, 40x5x5, 40x1x10",
2022-08-31,"DL: 20x1x10, 70x1x5, 90x1x5, 110x1x3, 125x5x8
pullups: 5x1x5, 10x1x5, 15x8x5","zaczałem nowy cykl silowy. Ostatnie powtorzenia w seriach byly juz ciezsze i robilem je po chwilce przerwy. Zobaczymy, czy uda sie zrealizowac plan 4 tygodnie 8-emek, 4 tygodnie 5-ek, i reszta 3-ek. 140x5x8 wydaje sie chwilowo bardzo duzo. zobaczymy. Trening robilem rano. wieczorem 2."
2022-08-31,"Rowing: 5k: time 23.06; SMP 17
FSQ: 40x5x5",
2022-09-01,"KB; PR  (1+2+3+4) x 4, L/R
dead hang - 120 sec
KB, SW 32x6x20 + 32x2x15 = 150
sledge backwards +40kg 20x10m
jefferson curl: 20x1x5, 30x1x5, 25x1x5",
2022-09-02,"FSQ: 20x1x10, 40x1x5, 50x10x5, 45x2x10
pullups: 5x1x5, 10x1x5, 15x10x5, 10x1x10
reha",
2022-09-03,"KB, PR: 20 (1+2+3+4) x 4 L/R
deadhang: 2 min
KB, SW 32x6x20
DL 20x1x10, 60x2x5 paused, 90x4x5 paused
sledge backwards 30x10 + 40kg
jefferson curl: 20x1x5, 30x2x5",
2022-09-05,"Rowing: 10k, time: 47.26, SPM 16
pullups: 5x5x5
reha","trening robilem wczoraj, czyli 4.09"
2022-09-05,"pullups: 5x1x5, 10x1x5, 15x1x5, 20x8x5, 10x1x10
Reha - elbow - wrist curls
Reha - knee - slant exercises",
2022-09-06,"FSQ: 20x1x10, 40x1x5, 50x10x5
Rehab - knee - slant
Rehab - elbow",
2022-09-07,"DL: 20x1x10, 70x1x5, 100x1x5, 120x1x1, 130x5x8 straps
dead hang - 1 min",
2022-09-08,"KB, PR: 20 (1+2+3+4) x 5 L/R
dead hang: 2 min
KB, SW 30 x 6 x 20
Rehab - knee - slant
sledge backwards: 20x10 +40kg
jefferson curl: 20x1x5, 30x2x5
dead hang - 1 min",
2022-09-10,"KB, PR 20 (1+2+3+4) x 6 L/R 
dead hang - 2 min
KB, SW 32x6x20
sled backwards 20x10 +40kg
reha -knee - slant
pullups: 20x7x5
jefferson curls: 20x1x5, 30x2x5","jeden KB PR w 5 serii (lewa) nie wszedł. 
Dead hang 2 min -- coraz latwiej
w ogole pressy 20kg jakos latwiej wchodzily"
2022-09-11,"Rowing: 10k, time: 45.52, SPM 17
Reha - knee - slant
Split squats +2x12kg
Reha - wrist curls",
2022-09-12,"pullups: 5x1x5, 10x1x5, 15x1x5, 20x1x3, 25x5x5, 15x1x10, 10x1x15
rehab - wrist curls 6x5x10
rehab - slant 4x1x10
split squats - +2x6 - 5x1x5",
2022-09-14,"FSQ: 20x1x10, 40x1x5, 50x1x5, 60x6x5
rehab - wrist curls 
rehab - split squats 4x5 L+R +2x8 kg
dead hang 1 min",
2022-09-14,"DL: 70x1x5, 110x1x3, 130x1x1, 135x5x8
reha - wrist curls 
reha - split squats ","DL ze 135 w sumie zaskakujaco latwo. Czulem dobre pchanie nogami. Poprzedni trening robilem wczoraj wieczorem, tylko dzis go wpisalem. Zobaczymy jak pojdzie 140 next week."
2022-09-15,"KB, PR 20 (1+2+3+4+5) x 2 L/R
dead hang 1 min + 40 sec
KB, SW 32x6x20
sled backwads 24x10 +50kg
reha knee - slant - 5x10
jefferson curls - barbel - 20x1x5, 30x2x5
reha - elbow",
2022-09-15,"pullups: 10x1x5, 20x1x5, 25x5x5, 15x1x10
wrist curls
split squats 3x5 L+R 2x7kg",
2022-09-16,"FSQ: 20x1x10, 40x1x5, 50x1x5, 60x6x5, 50x1x10
rehab - knee slant - 6x5x10 L+R
rehab - elbow",
2022-09-17,"KB, PR 20 (1+2+3+4+5) x 3 L/R
dead hang 2 min
KB, SW 32x6x20
reha elbow
reha knee - slant
sled - 20x10 +50kg
dead hang 1.5 min
jefferson curl 20x1x5, 30x2x5 - barbell
farmers carry 5x1 min 16kgx2 KB",poranny trening
2022-09-17,"pullups: 10x1x5, 20x1x5, 25x5x5, 15x1x10
split squats 3x1x5 +2x6kg
split squats - front foot raised - 3x1x2",
2022-09-19,"Rowing: 10k, time: 46.52, SPM 16",
2022-09-20,"pullups: 10x1x5, 20x1x5, 27.5x5x5, 15x1x10
split squats
FSQ: 20x1x5, 40x1x5, 60x4x5",pierwszy raz taka objetosc takim ciezarem w pullups-ach. w sumie latwo poszlo.
2022-09-21,"DL: 20x1x10, 50x1x5, 90x1x5, 130x1x1, 140x5x8",Pierwszy raz taka objetosc ze 140kg! poszlo b. dobrze! Trening rano. Wieczorem 2 trening zrobilem
